6062823945490834|10|2024|000
6062823945496872|10|2024|000
6062823945492566|10|2024|000
6062823945497052|10|2024|000
6062823945498431|10|2024|000
6062823945494331|10|2024|000
6062823945497326|10|2024|000
6062823945498357|10|2024|000
6062823945492012|10|2024|000
6062823945494620|10|2024|000
6062823945492855|10|2024|000
6062823945494737|10|2024|000
6062823945498738|10|2024|000
6062823945496633|10|2024|000
6062823945490057|10|2024|000
6062823945496203|10|2024|000
6062823945493168|10|2024|000
6062823945491576|10|2024|000
6062823945498035|10|2024|000
6062823945491378|10|2024|000
6062823945494117|10|2024|000
6062823945497334|10|2024|000
6062823945497102|10|2024|000
6062823945498415|10|2024|000
6062823945490180|10|2024|000
6062823945491667|10|2024|000
6062823945494265|10|2024|000
6062823945490081|10|2024|000
6062823945492236|10|2024|000
6062823945493341|10|2024|000
6062823945491873|10|2024|000
6062823945498605|10|2024|000
6062823945494422|10|2024|000
6062823945496120|10|2024|000
6062823945493168|10|2024|000
6062823945497631|10|2024|000
6062823945490388|10|2024|000
6062823945495262|10|2024|000
6062823945492152|10|2024|000
6062823945496666|10|2024|000
6062823945497441|10|2024|000
6062823945497375|10|2024|000
6062823945496146|10|2024|000
6062823945490172|10|2024|000
6062823945496872|10|2024|000
6062823945491428|10|2024|000
6062823945498621|10|2024|000
6062823945495783|10|2024|000
6062823945494703|10|2024|000
6062823945490420|10|2024|000
6062823945490453|10|2024|000
6062823945494158|10|2024|000
6062823945497276|10|2024|000
6062823945497441|10|2024|000
6062823945494752|10|2024|000
6062823945492178|10|2024|000
6062823945495783|10|2024|000
6062823945496401|10|2024|000
6062823945495452|10|2024|000
6062823945496674|10|2024|000
6062823945493085|10|2024|000
6062823945494018|10|2024|000
6062823945496104|10|2024|000
6062823945498167|10|2024|000
6062823945492038|10|2024|000
6062823945495775|10|2024|000
6062823945491246|10|2024|000
6062823945491253|10|2024|000
6062823945490354|10|2024|000
6062823945494026|10|2024|000
6062823945490727|10|2024|000
6062823945498787|10|2024|000
6062823945496641|10|2024|000
6062823945495312|10|2024|000
6062823945490214|10|2024|000
6062823945495155|10|2024|000
6062823945493085|10|2024|000
6062823945496823|10|2024|000
6062823945491451|10|2024|000
6062823945491865|10|2024|000
6062823945490164|10|2024|000
6062823945492517|10|2024|000
6062823945490420|10|2024|000
6062823945493846|10|2024|000
6062823945497672|10|2024|000
6062823945492087|10|2024|000
6062823945492400|10|2024|000
6062823945497862|10|2024|000
6062823945496872|10|2024|000
6062823945494844|10|2024|000
6062823945492137|10|2024|000
6062823945492848|10|2024|000
6062823945494240|10|2024|000
6062823945494471|10|2024|000
6062823945492004|10|2024|000
6062823945495114|10|2024|000
6062823945498274|10|2024|000
6062823945492186|10|2024|000
6062823945496161|10|2024|000
6062823945497714|10|2024|000
